year,group,age,rate
2002,Female: Not Hispanic or Latino: Black or African American,All ages,1.6
2003,Female: Not Hispanic or Latino: Black or African American,All ages,1.9
2004,Female: Not Hispanic or Latino: Black or African American,All ages,1.8
1980,All persons,All ages,11.9
2005,Female: Not Hispanic or Latino: Black or African American,All ages,1.9
2006,Female: Not Hispanic or Latino: Black or African American,All ages,1.4
2007,Female: Not Hispanic or Latino: Black or African American,All ages,1.7
2008,Female: Not Hispanic or Latino: Black or African American,All ages,1.7
2009,Female: Not Hispanic or Latino: Black or African American,All ages,1.9
2010,Female: Not Hispanic or Latino: Black or African American,All ages,1.9
2011,Female: Not Hispanic or Latino: Black or African American,All ages,1.9
2012,Female: Not Hispanic or Latino: Black or African American,All ages,2.1
2013,Female: Not Hispanic or Latino: Black or African American,All ages,2.0
2014,Female: Not Hispanic or Latino: Black or African American,All ages,2.1
2015,Female: Not Hispanic or Latino: Black or African American,All ages,2.1
2016,Female: Not Hispanic or Latino: Black or African American,All ages,2.4
2017,Female: Not Hispanic or Latino: Black or African American,All ages,2.8
2018,Female: Not Hispanic or Latino: Black or African American,All ages,2.9
1985,Female: Hispanic or Latino: All races,All ages,1.9
1986,Female: Hispanic or Latino: All races,All ages,2.1
1987,Female: Hispanic or Latino: All races,All ages,1.9
1988,Female: Hispanic or Latino: All races,All ages,1.8
1989,Female: Hispanic or Latino: All races,All ages,2.7
1990,Female: Hispanic or Latino: All races,All ages,2.3
1991,Female: Hispanic or Latino: All races,All ages,2.5
1981,All persons,All ages,12.0
1992,Female: Hispanic or Latino: All races,All ages,2.4
1993,Female: Hispanic or Latino: All races,All ages,2.1
1994,Female: Hispanic or Latino: All races,All ages,2.0
1995,Female: Hispanic or Latino: All races,All ages,2.0
1996,Female: Hispanic or Latino: All races,All ages,2.2
1997,Female: Hispanic or Latino: All races,All ages,1.7
1998,Female: Hispanic or Latino: All races,All ages,2.0
1999,Female: Hispanic or Latino: All races,All ages,1.9
2000,Female: Hispanic or Latino: All races,All ages,1.7
2001,Female: Hispanic or Latino: All races,All ages,1.6
2002,Female: Hispanic or Latino: All races,All ages,1.8
2003,Female: Hispanic or Latino: All races,All ages,1.6
2004,Female: Hispanic or Latino: All races,All ages,2.0
2005,Female: Hispanic or Latino: All races,All ages,1.8
2006,Female: Hispanic or Latino: All races,All ages,1.8
2007,Female: Hispanic or Latino: All races,All ages,1.8
2008,Female: Hispanic or Latino: All races,All ages,1.8
2009,Female: Hispanic or Latino: All races,All ages,2.0
2010,Female: Hispanic or Latino: All races,All ages,2.1
2011,Female: Hispanic or Latino: All races,All ages,2.0
2012,Female: Hispanic or Latino: All races,All ages,2.2
2013,Female: Hispanic or Latino: All races,All ages,2.3
2014,Female: Hispanic or Latino: All races,All ages,2.5
2015,Female: Hispanic or Latino: All races,All ages,2.6
2016,Female: Hispanic or Latino: All races,All ages,2.6
2017,Female: Hispanic or Latino: All races,All ages,2.6
2018,Female: Hispanic or Latino: All races,All ages,2.8
1999,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,4.6
2000,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,4.6
2001,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,4.9
2002,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,4.8
2003,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,4.4
2004,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,7.4
2005,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,5.8
2006,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,6.6
2007,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,6.3
2008,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,7.2
2009,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,8.1
2010,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,9.1
2011,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,7.9
2012,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,6.6
2013,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,7.8
2014,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,8.7
2015,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,10.2
2016,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,10.3
2017,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,11.0
2018,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,10.5
1999,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.4
2000,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,2.8
2001,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,2.9
2002,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.1
2003,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.1
2004,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.5
2005,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.3
2006,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.3
2007,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.4
2008,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.5
2009,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.5
2010,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.4
2011,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.5
2012,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.6
2013,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.1
2014,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.5
2015,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,4.0
2016,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.7
2017,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.9
2018,Female: Not Hispanic or Latino: Asian or Pacific Islander,All ages,3.9
2018,Male: White,All ages,25.6
2018,Male: Black or African American,All ages,11.8
2018,Male: American Indian or Alaska Native,All ages,20.3
2018,Female: White,All ages,7.0
2018,Female: Black or African American,All ages,2.7
2018,Female: American Indian or Alaska Native,All ages,7.0
2018,Male: Not Hispanic or Latino: White,All ages,28.6
2018,Male: Not Hispanic or Latino: Black or African American,All ages,12.2
2018,Male: Hispanic or Latino: All races,All ages,12.1
2018,Male: Not Hispanic or Latino: American Indian or Alaska Native,All ages,33.6
2018,Male: Not Hispanic or Latino: Asian,All ages,10.0
2018,Male: Not Hispanic or Latino: Native Hawaiian or Other Pacific Islander,All ages,19.8
2018,Female: Not Hispanic or Latino: White,All ages,8.0
2018,Female: Not Hispanic or Latino: Black or African American,All ages,2.9
2018,Female: Hispanic or Latino: All races,All ages,2.8
2018,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,11.1
2018,Female: Not Hispanic or Latino: Asian,All ages,3.8
1950,All persons,All ages,11.4
1960,All persons,All ages,10.6
1970,All persons,All ages,11.6
1982,All persons,All ages,12.2
1983,All persons,All ages,12.1
1984,All persons,All ages,12.4
1985,All persons,All ages,12.4
1986,All persons,All ages,12.9
1987,All persons,All ages,12.7
1988,All persons,All ages,12.4
1989,All persons,All ages,12.2
1990,All persons,All ages,12.4
1991,All persons,All ages,12.2
1992,All persons,All ages,11.9
1993,All persons,All ages,12.0
1994,All persons,All ages,11.8
1995,All persons,All ages,11.7
1996,All persons,All ages,11.5
1997,All persons,All ages,11.2
1998,All persons,All ages,11.1
1999,All persons,All ages,10.5
2000,All persons,All ages,10.4
2001,All persons,All ages,10.7
2002,All persons,All ages,11.0
2003,All persons,All ages,10.9
2004,All persons,All ages,11.1
2005,All persons,All ages,11.0
2006,All persons,All ages,11.2
2007,All persons,All ages,11.5
2008,All persons,All ages,11.8
2009,All persons,All ages,12.0
2010,All persons,All ages,12.4
2011,All persons,All ages,12.7
2012,All persons,All ages,12.9
2013,All persons,All ages,13.0
2014,All persons,All ages,13.4
2015,All persons,All ages,13.7
2016,All persons,All ages,13.9
2017,All persons,All ages,14.5
2018,All persons,All ages,14.8
1950,10-14 years,10-14 years,0.3
1960,10-14 years,10-14 years,0.5
1970,10-14 years,10-14 years,0.6
1980,10-14 years,10-14 years,0.8
1981,10-14 years,10-14 years,0.9
1982,10-14 years,10-14 years,1.1
1983,10-14 years,10-14 years,1.1
1984,10-14 years,10-14 years,1.3
1985,10-14 years,10-14 years,1.6
1986,10-14 years,10-14 years,1.5
1987,10-14 years,10-14 years,1.5
1988,10-14 years,10-14 years,1.4
1989,10-14 years,10-14 years,1.4
1990,10-14 years,10-14 years,1.5
1991,10-14 years,10-14 years,1.5
1992,10-14 years,10-14 years,1.7
1993,10-14 years,10-14 years,1.7
1994,10-14 years,10-14 years,1.7
1995,10-14 years,10-14 years,1.7
1996,10-14 years,10-14 years,1.5
1997,10-14 years,10-14 years,1.5
1998,10-14 years,10-14 years,1.6
1999,10-14 years,10-14 years,1.2
2000,10-14 years,10-14 years,1.5
2001,10-14 years,10-14 years,1.3
2002,10-14 years,10-14 years,1.2
2003,10-14 years,10-14 years,1.1
2004,10-14 years,10-14 years,1.3
2005,10-14 years,10-14 years,1.3
2006,10-14 years,10-14 years,1.0
2007,10-14 years,10-14 years,0.9
2008,10-14 years,10-14 years,1.0
2009,10-14 years,10-14 years,1.3
2010,10-14 years,10-14 years,1.3
2011,10-14 years,10-14 years,1.4
2012,10-14 years,10-14 years,1.5
2013,10-14 years,10-14 years,1.9
2014,10-14 years,10-14 years,2.1
2015,10-14 years,10-14 years,2.0
2016,10-14 years,10-14 years,2.1
2017,10-14 years,10-14 years,2.5
2018,10-14 years,10-14 years,2.9
1950,15-24 years,15-24 years,4.5
1960,15-24 years,15-24 years,5.2
1970,15-24 years,15-24 years,8.8
1980,15-24 years,15-24 years,12.3
1981,15-24 years,15-24 years,12.2
1982,15-24 years,15-24 years,12.1
1983,15-24 years,15-24 years,11.8
1984,15-24 years,15-24 years,12.4
1985,15-24 years,15-24 years,12.8
1986,15-24 years,15-24 years,12.9
1987,15-24 years,15-24 years,12.7
1988,15-24 years,15-24 years,12.9
1989,15-24 years,15-24 years,13.0
1990,15-24 years,15-24 years,13.2
1991,15-24 years,15-24 years,13.0
1992,15-24 years,15-24 years,12.9
1993,15-24 years,15-24 years,13.3
1994,15-24 years,15-24 years,13.6
1995,15-24 years,15-24 years,13.0
1996,15-24 years,15-24 years,11.8
1997,15-24 years,15-24 years,11.2
1998,15-24 years,15-24 years,10.9
1999,15-24 years,15-24 years,10.1
2000,15-24 years,15-24 years,10.2
2001,15-24 years,15-24 years,9.9
2002,15-24 years,15-24 years,9.8
2003,15-24 years,15-24 years,9.6
2004,15-24 years,15-24 years,10.3
2005,15-24 years,15-24 years,9.9
2006,15-24 years,15-24 years,9.8
2007,15-24 years,15-24 years,9.6
2008,15-24 years,15-24 years,9.9
2009,15-24 years,15-24 years,10.0
2010,15-24 years,15-24 years,10.5
2011,15-24 years,15-24 years,11.0
2012,15-24 years,15-24 years,11.1
2013,15-24 years,15-24 years,11.1
2014,15-24 years,15-24 years,11.6
2015,15-24 years,15-24 years,12.5
2016,15-24 years,15-24 years,13.2
2017,15-24 years,15-24 years,14.5
2018,15-24 years,15-24 years,14.5
1950,15-19 years,15-19 years,2.7
1960,15-19 years,15-19 years,3.6
1970,15-19 years,15-19 years,5.9
1980,15-19 years,15-19 years,8.5
1981,15-19 years,15-19 years,8.6
1982,15-19 years,15-19 years,8.7
1983,15-19 years,15-19 years,8.6
1984,15-19 years,15-19 years,8.9
1985,15-19 years,15-19 years,9.9
1986,15-19 years,15-19 years,10.1
1987,15-19 years,15-19 years,10.2
1988,15-19 years,15-19 years,11.1
1989,15-19 years,15-19 years,11.1
1990,15-19 years,15-19 years,11.1
1991,15-19 years,15-19 years,11.0
1992,15-19 years,15-19 years,10.7
1993,15-19 years,15-19 years,10.8
1994,15-19 years,15-19 years,10.9
1995,15-19 years,15-19 years,10.3
1996,15-19 years,15-19 years,9.6
1997,15-19 years,15-19 years,9.3
1998,15-19 years,15-19 years,8.8
1999,15-19 years,15-19 years,8.0
2000,15-19 years,15-19 years,8.0
2001,15-19 years,15-19 years,7.9
2002,15-19 years,15-19 years,7.3
2003,15-19 years,15-19 years,7.2
2004,15-19 years,15-19 years,8.1
2005,15-19 years,15-19 years,7.5
2006,15-19 years,15-19 years,7.1
2007,15-19 years,15-19 years,6.7
2008,15-19 years,15-19 years,7.2
2009,15-19 years,15-19 years,7.5
2010,15-19 years,15-19 years,7.5
2011,15-19 years,15-19 years,8.3
2012,15-19 years,15-19 years,8.3
2013,15-19 years,15-19 years,8.3
2014,15-19 years,15-19 years,8.7
2015,15-19 years,15-19 years,9.8
2016,15-19 years,15-19 years,10.0
2017,15-19 years,15-19 years,11.8
2018,15-19 years,15-19 years,11.4
1950,20-24 years,20-24 years,6.2
1960,20-24 years,20-24 years,7.1
1970,20-24 years,20-24 years,12.2
1980,20-24 years,20-24 years,16.1
1981,20-24 years,20-24 years,15.7
1982,20-24 years,20-24 years,15.2
1983,20-24 years,20-24 years,14.6
1984,20-24 years,20-24 years,15.5
1985,20-24 years,20-24 years,15.4
1986,20-24 years,20-24 years,15.5
1987,20-24 years,20-24 years,15.0
1988,20-24 years,20-24 years,14.6
1989,20-24 years,20-24 years,14.9
1990,20-24 years,20-24 years,15.1
1991,20-24 years,20-24 years,14.8
1992,20-24 years,20-24 years,14.8
1993,20-24 years,20-24 years,15.6
1994,20-24 years,20-24 years,16.1
1995,20-24 years,20-24 years,15.8
1996,20-24 years,20-24 years,14.2
1997,20-24 years,20-24 years,13.3
1998,20-24 years,20-24 years,13.2
1999,20-24 years,20-24 years,12.3
2000,20-24 years,20-24 years,12.5
2001,20-24 years,20-24 years,11.9
2002,20-24 years,20-24 years,12.3
2003,20-24 years,20-24 years,12.1
2004,20-24 years,20-24 years,12.5
2005,20-24 years,20-24 years,12.4
2006,20-24 years,20-24 years,12.5
2007,20-24 years,20-24 years,12.6
2008,20-24 years,20-24 years,12.7
2009,20-24 years,20-24 years,12.6
2010,20-24 years,20-24 years,13.6
2011,20-24 years,20-24 years,13.6
2012,20-24 years,20-24 years,13.7
2013,20-24 years,20-24 years,13.7
2014,20-24 years,20-24 years,14.2
2015,20-24 years,20-24 years,15.1
2016,20-24 years,20-24 years,16.1
2017,20-24 years,20-24 years,17.0
2018,20-24 years,20-24 years,17.4
1950,25-44 years,25-44 years,11.6
1960,25-44 years,25-44 years,12.2
1970,25-44 years,25-44 years,15.4
1980,25-44 years,25-44 years,15.6
1981,25-44 years,25-44 years,16.2
1982,25-44 years,25-44 years,15.8
1983,25-44 years,25-44 years,15.3
1984,25-44 years,25-44 years,15.4
1985,25-44 years,25-44 years,15.0
1986,25-44 years,25-44 years,15.6
1987,25-44 years,25-44 years,15.3
1988,25-44 years,25-44 years,15.2
1989,25-44 years,25-44 years,14.9
1990,25-44 years,25-44 years,15.2
1991,25-44 years,25-44 years,14.9
1992,25-44 years,25-44 years,14.7
1993,25-44 years,25-44 years,14.9
1994,25-44 years,25-44 years,15.1
1995,25-44 years,25-44 years,15.1
1996,25-44 years,25-44 years,14.8
1997,25-44 years,25-44 years,14.5
1998,25-44 years,25-44 years,14.3
1999,25-44 years,25-44 years,13.6
2000,25-44 years,25-44 years,13.4
2001,25-44 years,25-44 years,13.8
2002,25-44 years,25-44 years,14.2
2003,25-44 years,25-44 years,14.0
2004,25-44 years,25-44 years,14.1
2005,25-44 years,25-44 years,13.9
2006,25-44 years,25-44 years,14.0
2007,25-44 years,25-44 years,14.5
2008,25-44 years,25-44 years,14.6
2009,25-44 years,25-44 years,14.6
2010,25-44 years,25-44 years,15.0
2011,25-44 years,25-44 years,15.4
2012,25-44 years,25-44 years,15.7
2013,25-44 years,25-44 years,15.5
2014,25-44 years,25-44 years,15.8
2015,25-44 years,25-44 years,16.4
